Entry	Entry name	Status	Protein names	Gene names	Organism	Taxonomic lineage (ALL)	Taxonomic lineage (GENUS)	Taxonomic lineage IDs
A0A069DLG4	A0A069DLG4_9BACL	unreviewed	Uncharacterized protein	TCA2_5991	Paenibacillus sp. TCA20	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus, unclassified Paenibacillus, Paenibacillus sp. TCA20	Paenibacillus	1499968
A0A4Q9QSY8	A0A4Q9QSY8_9PSED	unreviewed	Uncharacterized protein	DNK44_25085	Pseudomonas dryadis	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas dryadis	Pseudomonas	2487520
R5VJ26	R5VJ26_9CLOT	unreviewed	Uncharacterized protein	BN512_01438	Clostridium sp. CAG:167	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Clostridiaceae, Clostridium, environmental samples, Clostridium sp. CAG:167	Clostridium	1262777
R5YB20	R5YB20_9FIRM	unreviewed	CsrA global regulatory protein family	BN528_00922	Roseburia sp. CAG:197	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Lachnospiraceae, Roseburia, environmental samples, Roseburia sp. CAG:197	Roseburia	1262943
A0A098GA40	A0A098GA40_9GAMM	unreviewed	Carbon storage regulator	csrA LFA_pA0252	Legionella fallonii LLAP-10	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella, Legionella fallonii, Legionella fallonii LLAP-10	Legionella	1212491
R9M5C8	R9M5C8_9FIRM	unreviewed	Uncharacterized protein	C816_01305	Oscillibacter sp. 1-3	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Oscillospiraceae, Oscillibacter, unclassified Oscillibacter, Oscillibacter sp. 1-3	Oscillibacter	1235797
A0A1X9NGI8	A0A1X9NGI8_9GAMM	unreviewed	Uncharacterized protein	BST96_11095	Oceanicoccus sagamiensis	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Cellvibrionales, Spongiibacteraceae, Oceanicoccus, Oceanicoccus sagamiensis	Oceanicoccus	716816
A0A1U7CP14	A0A1U7CP14_9BACT	unreviewed	Carbon storage regulator	csrA_3 BSF38_02167	Paludisphaera borealis	cellular organisms, Bacteria, PVC group, Planctomycetes, Planctomycetia, Isosphaerales, Isosphaeraceae, Paludisphaera, Paludisphaera borealis	Paludisphaera	1387353
A0A193LEZ3	A0A193LEZ3_9GAMM	unreviewed	Uncharacterized protein	BA177_07225	Woeseia oceani	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Woeseiaceae, Woeseia, Woeseia oceani	Woeseia	1548547
A0A2V4U4P3	A0A2V4U4P3_9PSED	unreviewed	Carbon storage regulator CsrA	C7522_105298	Pseudomonas sp. GV034	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, unclassified Pseudomonas, Pseudomonas sp. GV034	Pseudomonas	2135576
A0A317J5V8	A0A317J5V8_9BACT	unreviewed	Translational regulator CsrA	csrA C5B51_08465	Acidobacteriia bacterium	cellular organisms, Bacteria, Acidobacteria, Acidobacteriia, unclassified Acidobacteriia, Acidobacteriia bacterium		2081523
T1BB14	T1BB14_9ZZZZ	unreviewed	Carbon storage regulator (Fragment)	B2A_07393	mine drainage metagenome	unclassified entries, unclassified sequences, metagenomes, ecological metagenomes, mine drainage metagenome		410659
A0A369C2G0	A0A369C2G0_9GAMM	unreviewed	Carbon storage regulator CsrA	DFQ59_1081	Thioalbus denitrificans	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Ectothiorhodospiraceae (purple sulfur bacteria), Thioalbus, Thioalbus denitrificans	Thioalbus	547122
A0A4Q2B9J4	A0A4Q2B9J4_9BACT	unreviewed	Carbon storage regulator	D6D47_30475	bacterium 1XD8-92	cellular organisms, Bacteria, unclassified Bacteria, bacterium 1XD8-92		2320884
Q72EP8	CSRA_DESVH	reviewed	Translational regulator CsrA	csrA DVU_0521	Desulfovibrio vulgaris (strain ATCC 29579 / DSM 644 / NCIMB 8303 / VKM B-1760 / Hildenborough)	cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio, Desulfovibrio vulgaris, Desulfovibrio vulgaris (strain ATCC 29579 / DSM 644 / NCIMB 8303 / VKM B-1760 / Hildenborough)	Desulfovibrio	882
S7TEF1	S7TEF1_9DELT	unreviewed	Carbon storage regulator, CsrA	dsat_2323	Desulfovibrio alkalitolerans DSM 16529	cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfohalovibrio, Desulfohalovibrio alkalitolerans, Desulfovibrio alkalitolerans DSM 16529	Desulfohalovibrio	1121439
A0A2P1PZV7	A0A2P1PZV7_9GAMM	unreviewed	Uncharacterized protein	C7S18_24070	Ahniella affigens	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Rhodanobacteraceae, Ahniella, Ahniella affigens	Ahniella	2021234
O83663	CSRA_TREPA	reviewed	Translational regulator CsrA	csrA TP_0657	Treponema pallidum (strain Nichols)	cellular organisms, Bacteria, Spirochaetes, Spirochaetia, Spirochaetales, Treponemataceae, Treponema, Treponema pallidum, Treponema pallidum subsp. pallidum (syphilis treponeme), Treponema pallidum (strain Nichols)	Treponema	243276
A0A2I0CTJ5	A0A2I0CTJ5_9PSED	unreviewed	Carbon storage regulator	CW360_02800	Pseudomonas pharmacofabricae	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas pharmacofabricae	Pseudomonas	1905276
A0A0A1DIG2	A0A0A1DIG2_NOCSI	unreviewed	Carbon storage regulator	KR76_05455	Nocardioides simplex (Arthrobacter simplex)	cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinomycetia (high G+C Gram-positive bacteria), Propionibacteriales, Nocardioidaceae, Pimelobacter, Nocardioides simplex (Arthrobacter simplex)	Pimelobacter	2045
E3DHN6	E3DHN6_ERWSE	unreviewed	Carbon storage regulator	csrA EJP617_19420	Erwinia sp. (strain Ejp617)	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Erwiniaceae, Erwinia, unclassified Erwinia, Erwinia sp. (strain Ejp617)	Erwinia	215689
A0A130HK10	A0A130HK10_LEGPN		Deleted.					
A0A1I0Y5Y0	A0A1I0Y5Y0_9BACI	unreviewed	Carbon storage regulator, CsrA	SAMN04488072_106275	Lentibacillus halodurans	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Lentibacillus, Lentibacillus halodurans	Lentibacillus	237679
F6AG41	F6AG41_PSEF1	unreviewed	Uncharacterized protein	Psefu_1467	Pseudomonas fulva (strain 12-X)	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas putida group, Pseudomonas fulva, Pseudomonas fulva (strain 12-X)	Pseudomonas	743720
A0A1E5JP96	A0A1E5JP96_9GAMM	unreviewed	Translational regulator CsrA (Carbon storage regulator)	csrA_2 csrA lpari_02628	Legionella parisiensis	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella, Legionella parisiensis	Legionella	45071
F0SNI8	F0SNI8_RUBBR	unreviewed	RsmA/CsrA family carbon storage translational regulator	Plabr_0192	Rubinisphaera brasiliensis (strain ATCC 49424 / DSM 5305 / JCM 21570 / NBRC 103401 / IFAM 1448) (Planctomyces brasiliensis)	cellular organisms, Bacteria, PVC group, Planctomycetes, Planctomycetia, Planctomycetales, Planctomycetaceae, Rubinisphaera, Rubinisphaera brasiliensis, Rubinisphaera brasiliensis (strain ATCC 49424 / DSM 5305 / JCM 21570 / NBRC 103401 / IFAM 1448) (Planctomyces brasiliensis)	Rubinisphaera	756272
A0A0W0U976	A0A0W0U976_9GAMM	unreviewed	Translational regulator CsrA (Carbon storage regulator)	lvrC csrA E4T54_09215 Lgee_0201	Legionella geestiana	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella, Legionella geestiana	Legionella	45065
A6FS91	A6FS91_9RHOB	unreviewed	Uncharacterized protein	RAZWK3B_16710	Roseobacter sp. AzwK-3b	cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Roseobacter, unclassified Roseobacter, Roseobacter sp. AzwK-3b	Roseobacter	351016
A0A024QHQ5	A0A024QHQ5_9BACI	unreviewed	Carbon storage regulator	BN990_04122	Virgibacillus massiliensis	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Virgibacillus, Virgibacillus massiliensis	Virgibacillus	1462526
A0A1A8TAB4	A0A1A8TAB4_9GAMM	unreviewed	Carbon storage regulator	csrA_1 MSP8886_01399	Marinomonas spartinae	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Oceanospirillaceae, Marinomonas, Marinomonas spartinae	Marinomonas	1792290
D4ZHW4	D4ZHW4_SHEVD	unreviewed	Uncharacterized protein	SVI_1292	Shewanella violacea (strain JCM 10179 / CIP 106290 / LMG 19151 / DSS12)	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Shewanellaceae, Shewanella, Shewanella violacea, Shewanella violacea (strain JCM 10179 / CIP 106290 / LMG 19151 / DSS12)	Shewanella	637905
A0A286TWA9	A0A286TWA9_9BACT	unreviewed	Carbon storage regulator	SCALIN_C05_0248	Candidatus Scalindua japonica	cellular organisms, Bacteria, PVC group, Planctomycetes, Candidatus Brocadiae, Candidatus Brocadiales, Candidatus Brocadiaceae, Candidatus Scalindua, Candidatus Scalindua japonica	Candidatus Scalindua	1284222
A0A221MAJ3	A0A221MAJ3_9BACI	unreviewed	Carbon storage regulator	CFK40_06450	Virgibacillus necropolis	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Virgibacillus, Virgibacillus necropolis	Virgibacillus	163877
A0A370UA35	A0A370UA35_9GAMM	unreviewed	Uncharacterized protein	DN730_09735	Marinomonas piezotolerans	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Oceanospirillaceae, Marinomonas, Marinomonas piezotolerans	Marinomonas	2213058
A0A2P1PWV5	A0A2P1PWV5_9GAMM	unreviewed	Uncharacterized protein	C7S18_20055	Ahniella affigens	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Rhodanobacteraceae, Ahniella, Ahniella affigens	Ahniella	2021234
A0A1G9S195	A0A1G9S195_9PSED	unreviewed	Carbon storage regulator, CsrA	SAMN05660875_103459	Pseudomonas balearica DSM 6083	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas stutzeri group, Pseudomonas balearica, Pseudomonas balearica DSM 6083	Pseudomonas	1123016
A0A3N6WRT5	A0A3N6WRT5_9ACTN	unreviewed	Carbon storage regulator	EHW97_00485	Aeromicrobium camelliae	cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinomycetia (high G+C Gram-positive bacteria), Propionibacteriales, Nocardioidaceae, Aeromicrobium, Aeromicrobium camelliae	Aeromicrobium	1538144
A4XWE0	CSRA_PSEMY	reviewed	Translational regulator CsrA (Carbon storage regulator)	csrA Pmen_2901	Pseudomonas mendocina (strain ymp)	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas aeruginosa group, Pseudomonas mendocina, Pseudomonas mendocina (strain ymp)	Pseudomonas	399739
I0IR69	I0IR69_LEPFC	unreviewed	Putative carbon storage regulator	csrA LFE_2095	Leptospirillum ferrooxidans (strain C2-3)	cellular organisms, Bacteria, Nitrospirae, Nitrospira, Nitrospirales, Nitrospiraceae, Leptospirillum, Leptospirillum sp. Group I, Leptospirillum ferrooxidans, Leptospirillum ferrooxidans (strain C2-3)	Leptospirillum	1162668
A0A0W0TGX6	A0A0W0TGX6_9GAMM	unreviewed	Carbon storage regulator	Lfee_2516 NCTC12022_02821	Legionella feeleii	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella, Legionella feeleii	Legionella	453
A0A078L5M7	A0A078L5M7_9GAMM	unreviewed	Carbon storage regulator	BN59_03712	Legionella massiliensis	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella, Legionella massiliensis	Legionella	1034943
A0A2S4HGE5	A0A2S4HGE5_9GAMM	unreviewed	Uncharacterized protein	C0068_08150	Marortus luteolus	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Cellvibrionales, Spongiibacteraceae, Marortus, Marortus luteolus	Marortus	2067667
A0A154QZN6	A0A154QZN6_9GAMM	unreviewed	Uncharacterized protein	RhoFW510R10_03475	Rhodanobacter sp. FW510-R10	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Rhodanobacteraceae, Rhodanobacter, unclassified Rhodanobacter, Rhodanobacter sp. FW510-R10	Rhodanobacter	1524462
A0A024QIU9	A0A024QIU9_9BACI	unreviewed	Global regulator protein family protein	BN990_04500	Virgibacillus massiliensis	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Virgibacillus, Virgibacillus massiliensis	Virgibacillus	1462526
A0A2S1JTD5	A0A2S1JTD5_9GAMM	unreviewed	Carbon storage regulator	BTJ40_12850	Microbulbifer sp. A4B17	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Cellvibrionales, Microbulbiferaceae, Microbulbifer, unclassified Microbulbifer, Microbulbifer sp. A4B17	Microbulbifer	359370
A6C8W1	A6C8W1_9PLAN	unreviewed	Uncharacterized protein	PM8797T_20009	Gimesia maris DSM 8797	cellular organisms, Bacteria, PVC group, Planctomycetes, Planctomycetia, Planctomycetales, Planctomycetaceae, Gimesia, Gimesia maris, Gimesia maris DSM 8797	Gimesia	344747
A0A2S6FV23	A0A2S6FV23_9CLOT	unreviewed	Carbon storage regulator CsrA	BD821_1206	Clostridium algidicarnis DSM 15099	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Clostridiaceae, Clostridium, Clostridium algidicarnis, Clostridium algidicarnis DSM 15099	Clostridium	1121295
A0A3N2DJF2	A0A3N2DJF2_9GAMM	unreviewed	Carbon storage regulator CsrA	EDC56_2565	Sinobacterium caligoides	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Cellvibrionales, Spongiibacteraceae, Sinobacterium, Sinobacterium caligoides	Sinobacterium	933926
A0YAS6	A0YAS6_9GAMM	unreviewed	Uncharacterized protein	GP2143_04380	marine gamma proteobacterium HTCC2143	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Cellvibrionales, Spongiibacteraceae, unclassified Spongiibacteraceae, BD1-7 clade, marine gamma proteobacterium HTCC2143		247633
A0A2H4PHU8	A0A2H4PHU8_9CAUD	unreviewed	Carbon storage regulator	csrA Psp6_00008	Pseudomonas phage Psp6	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudovirales, Siphoviridae (phages with long non-contractile tails), unclassified Siphoviridae, Pseudomonas phage Psp6		2053693
W0BEK0	W0BEK0_9GAMM	unreviewed	Carbon storage regulator	csrA2 Loa_01513	Legionella oakridgensis ATCC 33761 = DSM 21215	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella, Legionella oakridgensis, Legionella oakridgensis ATCC 33761 = DSM 21215	Legionella	1268635
A0A0W0VAI4	A0A0W0VAI4_9GAMM	unreviewed	Carbon storage regulator CsrA	Ljor_1443	Legionella jordanis	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella, Legionella jordanis	Legionella	456
A0A6J5JLI4	A0A6J5JLI4_9BURK	unreviewed	Carbon storage regulator	csrA BLA3211_06914	Burkholderia aenigmatica	cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, Burkholderia cepacia complex, Burkholderia aenigmatica	Burkholderia	2015348
G9ESL3	G9ESL3_9GAMM	unreviewed	Carbon storage regulator CsrA	LDG_8284	Legionella drancourtii LLAP12	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella, Legionella drancourtii, Legionella drancourtii LLAP12	Legionella	658187
F0SF88	F0SF88_RUBBR	unreviewed	Uncharacterized protein	Plabr_0616	Rubinisphaera brasiliensis (strain ATCC 49424 / DSM 5305 / JCM 21570 / NBRC 103401 / IFAM 1448) (Planctomyces brasiliensis)	cellular organisms, Bacteria, PVC group, Planctomycetes, Planctomycetia, Planctomycetales, Planctomycetaceae, Rubinisphaera, Rubinisphaera brasiliensis, Rubinisphaera brasiliensis (strain ATCC 49424 / DSM 5305 / JCM 21570 / NBRC 103401 / IFAM 1448) (Planctomyces brasiliensis)	Rubinisphaera	756272
I0ICK1	I0ICK1_PHYMF	unreviewed	Uncharacterized protein	PSMK_08300	Phycisphaera mikurensis (strain NBRC 102666 / KCTC 22515 / FYK2301M01)	cellular organisms, Bacteria, PVC group, Planctomycetes, Phycisphaerae, Phycisphaerales, Phycisphaeraceae, Phycisphaera, Phycisphaera mikurensis, Phycisphaera mikurensis (strain NBRC 102666 / KCTC 22515 / FYK2301M01)	Phycisphaera	1142394
A0A418XME7	A0A418XME7_9PSED	unreviewed	Carbon storage regulator	D3879_10595	Pseudomonas sp. K1S02-6	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, unclassified Pseudomonas, Pseudomonas sp. K1S02-6	Pseudomonas	2320866
A0A4Q2BDQ8	A0A4Q2BDQ8_9BACT	unreviewed	Uncharacterized protein	D6D47_20520	bacterium 1XD8-92	cellular organisms, Bacteria, unclassified Bacteria, bacterium 1XD8-92		2320884
A0A1C5Y9S5	A0A1C5Y9S5_9CLOT	unreviewed	Carbon storage regulator homolog	csrA_4 csrA_2 SAMEA3545292_02905 SAMEA3545292_03225	uncultured Clostridium sp.	cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Eubacteriales, Clostridiaceae, Clostridium, environmental samples, uncultured Clostridium sp.	Clostridium	59620
I6NML3	I6NML3_9CAUD	unreviewed	Carbon storage regulator	DC1_00046	Burkholderia virus DC1	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudovirales, Podoviridae (phages with short tails), Lessievirus, Burkholderia virus DC1	Lessievirus	1136535
A0A381GYT6	A0A381GYT6_CITKO	unreviewed	Carbon storage regulator	csrA NCTC10810_01396	Citrobacter koseri (Citrobacter diversus)	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Citrobacter, Citrobacter koseri (Citrobacter diversus)	Citrobacter	545
A0A0W0TH70	A0A0W0TH70_9GAMM	unreviewed	Pleiotropic regulatory protein for carbon source metabolism (Protein LvrC)	lvrC Lfee_2544 NCTC12022_02793	Legionella feeleii	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella, Legionella feeleii	Legionella	453
M3FDY7	M3FDY7_LEPBO	unreviewed	Global regulator-like family protein	LEP1GSC123_2023	Leptospira borgpetersenii str. 200701203	cellular organisms, Bacteria, Spirochaetes, Spirochaetia, Leptospirales, Leptospiraceae, Leptospira, Leptospira borgpetersenii, Leptospira borgpetersenii str. 200701203	Leptospira	1193007
A0A1G8V9A6	A0A1G8V9A6_9PSED	unreviewed	Carbon storage regulator, CsrA	SAMN05216186_102122	Pseudomonas indica	cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas indica	Pseudomonas	137658
A0A1Y0SUB7	A0A1Y0SUB7_9CAUD	unreviewed	Uncharacterized protein	SKUL_12	Pseudomonas phage Skulduggery	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudovirales, Podoviridae (phages with short tails), unclassified Podoviridae, Pseudomonas phage Skulduggery		2006671
